小篆編號,楷書編號,字體編號,鍵盤字型,鍵盤字型(binary)
2295,['58656'],27.E323,,b'\xee\x8c\xa3'
2295,['58204'],27.E324,,b'\xee\x8c\xa4'
2296,['52961'],27.E325,,b'\xee\x8c\xa5'
2297,['53016'],27.E326,,b'\xee\x8c\xa6'
2297,['58672'],27.E327,,b'\xee\x8c\xa7'
2298,['52852'],27.E328,,b'\xee\x8c\xa8'
2299,['52842'],27.E329,,b'\xee\x8c\xa9'
2299,['58126'],27.E32A,,b'\xee\x8c\xaa'
2300,['31554'],27.E32B,,b'\xee\x8c\xab'
2301,['7769'],27.96BF,隿,b'\xe9\x9a\xbf'
2302,['2904'],27.96C4,雄,b'\xe9\x9b\x84'
2303,['3733'],27.96CC,雌,b'\xe9\x9b\x8c'
2304,['42899'],27.E32C,,b'\xee\x8c\xac'
2305,['3343'],27.96CB,雋,b'\xe9\x9b\x8b'
2306,['53043'],27.E32D,,b'\xee\x8c\xad'
2307,['23636'],27.F5F1,,b'\xef\x97\xb1'
2308,['3420'],27.596A,奪,b'\xe5\xa5\xaa'
2309,['4181'],27.596E,奮,b'\xe5\xa5\xae'
2310,['8452'],27.96C8,雈,b'\xe9\x9b\x88'
2311,['46073'],27.F5C5,,b'\xef\x97\x85'
2311,['27396'],27.E32E,,b'\xee\x8c\xae'
2312,['11731'],27.96DA,雚,b'\xe9\x9b\x9a'
2313,['4807'],27.820A,舊,b'\xe8\x88\x8a'
2313,['11432'],27.9D42,鵂,b'\xe9\xb5\x82'
2314,['45406'],27.F478,,b'\xef\x91\xb8'
2315,['727'],27.4E56,乖,b'\xe4\xb9\x96'
2316,['45433'],27.E32F,,b'\xee\x8c\xaf'
2317,['38448'],27.F10B,,b'\xef\x84\x8b'
2318,['10642'],27.77A2,瞢,b'\xe7\x9e\xa2'
2319,['36189'],27.E330,,b'\xee\x8c\xb0'
2320,['4004'],27.8511,蔑,b'\xe8\x94\x91'
2321,['424'],27.7F8A,羊,b'\xe7\xbe\x8a'
2322,['1048'],27.7F8B,羋,b'\xe7\xbe\x8b'
2323,['1834'],27.7F94,羔,b'\xe7\xbe\x94'
2324,['7588'],27.7F9C,羜,b'\xe7\xbe\x9c'
2325,['45013'],27.E331,,b'\xee\x8c\xb1'
2326,['6516'],27.7F8D,羍,b'\xe7\xbe\x8d'
2326,['6516'],27.E332,,b'\xee\x8c\xb2'
2327,['44964'],27.E333,,b'\xee\x8c\xb3'
2328,['7589'],27.7F9D,羝,b'\xe7\xbe\x9d'
2329,['7006'],27.7F92,羒,b'\xe7\xbe\x92'
2330,['6876'],27.7242,牂,b'\xe7\x89\x82'
2331,['10101'],27.7FAD,羭,b'\xe7\xbe\xad'
2332,['7005'],27.7F96,羖,b'\xe7\xbe\x96'
2333,['3988'],27.7FAF,羯,b'\xe7\xbe\xaf'
2334,['8230'],27.7FA0,羠,b'\xe7\xbe\xa0'
2335,['11582'],27.7FB3,羳,b'\xe7\xbe\xb3'
2336,['8901'],27.7FA5,羥,b'\xe7\xbe\xa5'
2337,['45024'],27.E334,,b'\xee\x8c\xb4'
2338,['4959'],27.7FB8,羸,b'\xe7\xbe\xb8'
2339,['44994'],27.E335,,b'\xee\x8c\xb5'
2340,['45022'],27.E336,,b'\xee\x8c\xb6'
2341,['3192'],27.7FA4,群,b'\xe7\xbe\xa4'
2342,['45003'],27.E337,,b'\xee\x8c\xb7'
2343,['44959'],27.E338,,b'\xee\x8c\xb8'
2344,['1411'],27.7F8E,美,b'\xe7\xbe\x8e'
2345,['1047'],27.7F8C,羌,b'\xe7\xbe\x8c'
2345,['1047'],27.E339,,b'\xee\x8c\xb9'
2346,['6515'],27.7F91,羑,b'\xe7\xbe\x91'
2347,['45044'],27.F123,,b'\xef\x84\xa3'
2347,['4957'],27.7FB6,羶,b'\xe7\xbe\xb6'
2348,['5170'],27.7FBC,羼,b'\xe7\xbe\xbc'
2349,['4776'],27.77BF,瞿,b'\xe7\x9e\xbf'
2350,['12208'],27.77CD,矍,b'\xe7\x9f\x8d'
2351,['10913'],27.96D4,雔,b'\xe9\x9b\x94'
2352,['4411'],27.970D,霍,b'\xe9\x9c\x8d'
2353,['4862'],27.96D9,雙,b'\xe9\x9b\x99'
2354,['12888'],27.96E5,雥,b'\xe9\x9b\xa5'
2355,['53091'],27.E33A,,b'\xee\x8c\xba'
2356,['2905'],27.F122,,b'\xef\x84\xa2'
2356,['2905'],27.96C6,集,b'\xe9\x9b\x86'
2357,['2448'],27.9CE5,鳥,b'\xe9\xb3\xa5'
2358,['3755'],27.9CF3,鳳,b'\xe9\xb3\xb3'
2358,['945'],27.670B,朋,b'\xe6\x9c\x8b'
2358,['5041'],27.9D6C,鵬,b'\xe9\xb5\xac'
2359,['5400'],27.9E1E,鸞,b'\xe9\xb8\x9e'
2360,['12972'],27.9E11,鸑,b'\xe9\xb8\x91'
2361,['12717'],27.9DDF,鷟,b'\xe9\xb7\x9f'
2362,['12818'],27.9DEB,鷫,b'\xe9\xb7\xab'
2362,['58567'],27.E33B,,b'\xee\x8c\xbb'
2363,['12711'],27.9DDE,鷞,b'\xe9\xb7\x9e'
2364,['3367'],27.9CE9,鳩,b'\xe9\xb3\xa9'
2365,['12124'],27.9D8C,鶌,b'\xe9\xb6\x8c'
2366,['12133'],27.9D7B,鵻,b'\xe9\xb5\xbb'
2366,['7136'],27.96BC,隼,b'\xe9\x9a\xbc'
2367,['12557'],27.9DBB,鶻,b'\xe9\xb6\xbb'
2368,['11433'],27.9D43,鵃,b'\xe9\xb5\x83'
2369,['58848'],27.E33C,,b'\xee\x8c\xbc'
2370,['4717'],27.9D3F,鴿,b'\xe9\xb4\xbf'
2371,['10964'],27.9D20,鴠,b'\xe9\xb4\xa0'
2372,['12376'],27.9DAA,鶪,b'\xe9\xb6\xaa'
2372,['52975'],27.E33D,,b'\xee\x8c\xbd'
2373,['12712'],27.9DDA,鷚,b'\xe9\xb7\x9a'
2374,['12971'],27.9E12,鸒,b'\xe9\xb8\x92'
2375,['12913'],27.9DFD,鷽,b'\xe9\xb7\xbd'
2375,['53052'],27.E33E,,b'\xee\x8c\xbe'
2376,['12825'],27.9DF2,鷲,b'\xe9\xb7\xb2'
2377,['10965'],27.9D1E,鴞,b'\xe9\xb4\x9e'
2378,['4146'],27.9D03,鴃,b'\xe9\xb4\x83'
2379,['58633'],27.E33F,,b'\xee\x8c\xbf'
2380,['58201'],27.E340,,b'\xee\x8d\x80'
2381,['58824'],27.E341,,b'\xee\x8d\x81'
2382,['58647'],27.E342,,b'\xee\x8d\x82'
2383,['10967'],27.9D29,鴩,b'\xe9\xb4\xa9'
2384,['12367'],27.9DA4,鶤,b'\xe9\xb6\xa4'
2385,['58432'],27.E343,,b'\xee\x8d\x83'
2386,['58392'],27.E344,,b'\xee\x8d\x84'
2387,['12824'],27.9DE6,鷦,b'\xe9\xb7\xa6'
2388,['58518'],27.E345,,b'\xee\x8d\x85'
2389,['12560'],27.9DB9,鶹,b'\xe9\xb6\xb9'
2390,['58645'],27.F09A,,b'\xef\x82\x9a'
2390,['5018'],27.96E3,難,b'\xe9\x9b\xa3'
2390,['5018'],27.E347,,b'\xee\x8d\x87'
2390,['5018'],27.E348,,b'\xee\x8d\x88'
2390,['5018'],27.E349,,b'\xee\x8d\x89'
2391,['12381'],27.9DA8,鶨,b'\xe9\xb6\xa8'
2392,['58402'],27.E34A,,b'\xee\x8d\x8a'
2393,['58270'],27.E34B,,b'\xee\x8d\x8b'
2394,['58473'],27.E34C,,b'\xee\x8d\x8c'
2395,['12816'],27.9DEF,鷯,b'\xe9\xb7\xaf'
2396,['12373'],27.9DA0,鶠,b'\xe9\xb6\xa0'
2397,['58336'],27.E34D,,b'\xee\x8d\x8d'
2398,['11431'],27.9D45,鵅,b'\xe9\xb5\x85'
2399,['12997'],27.9E14,鸔,b'\xe9\xb8\x94'
2400,['5216'],27.9DB4,鶴,b'\xe9\xb6\xb4'
2401,['5354'],27.9DFA,鷺,b'\xe9\xb7\xba'
2402,['4895'],27.9D60,鵠,b'\xe9\xb5\xa0'
2403,['4716'],27.9D3B,鴻,b'\xe9\xb4\xbb'
2404,['58310'],27.E34E,,b'\xee\x8d\x8e'
2404,['12386'],27.9D96,鶖,b'\xe9\xb6\x96'
2405,['4445'],27.9D1B,鴛,b'\xe9\xb4\x9b'
2406,['4442'],27.9D26,鴦,b'\xe9\xb4\xa6'
2407,['12125'],27.9D7D,鵽,b'\xe9\xb5\xbd'
2408,['12119'],27.9D71,鵱,b'\xe9\xb5\xb1'
2409,['58224'],27.E34F,,b'\xee\x8d\x8f'
2410,['4894'],27.9D5D,鵝,b'\xe9\xb5\x9d'
2411,['10408'],27.9D08,鴈,b'\xe9\xb4\x88'
2412,['12385'],27.9DA9,鶩,b'\xe9\xb6\xa9'
2413,['12721'],27.9DD6,鷖,b'\xe9\xb7\x96'
2414,['58532'],27.E350,,b'\xee\x8d\x90'
2415,['58836'],27.E351,,b'\xee\x8d\x91'
2416,['58802'],27.E352,,b'\xee\x8d\x92'
2417,['12819'],27.9DF8,鷸,b'\xe9\xb7\xb8'
2417,['58857'],27.E353,,b'\xee\x8d\x93'
2418,['12912'],27.9DFF,鷿,b'\xe9\xb7\xbf'
2419,['12563'],27.9DC8,鷈,b'\xe9\xb7\x88'
2420,['13023'],27.9E15,鸕,b'\xe9\xb8\x95'
2421,['12384'],27.9DBF,鶿,b'\xe9\xb6\xbf'
2422,['58697'],27.E354,,b'\xee\x8d\x94'
2423,['10966'],27.9D14,鴔,b'\xe9\xb4\x94'
2424,['11798'],27.9D56,鵖,b'\xe9\xb5\x96'
2425,['10404'],27.9D07,鴇,b'\xe9\xb4\x87'
2425,['58268'],27.E355,,b'\xee\x8d\x95'
2426,['58684'],27.E356,,b'\xee\x8d\x96'
2427,['5279'],27.9DD7,鷗,b'\xe9\xb7\x97'
2428,['58230'],27.E357,,b'\xee\x8d\x97'
2429,['12709'],27.9DDB,鷛,b'\xe9\xb7\x9b'
2430,['12134'],27.9D82,鶂,b'\xe9\xb6\x82'
2430,['12552'],27.9DCA,鷊,b'\xe9\xb7\x8a'
2430,['58360'],27.E358,,b'\xee\x8d\x98'
2431,['58307'],27.E359,,b'\xee\x8d\x99'
2431,['11791'],27.9D5C,鵜,b'\xe9\xb5\x9c'
2432,['10963'],27.9D17,鴗,b'\xe9\xb4\x97'
2433,['12562'],27.9DAC,鶬,b'\xe9\xb6\xac'
2433,['53000'],27.E35A,,b'\xee\x8d\x9a'
2434,['11430'],27.9D30,鴰,b'\xe9\xb4\xb0'
2435,['11423'],27.9D41,鵁,b'\xe9\xb5\x81'
2436,['12117'],27.9D84,鶄,b'\xe9\xb6\x84'
2437,['10401'],27.9CFD,鳽,b'\xe9\xb3\xbd'
2438,['58829'],27.E35B,,b'\xee\x8d\x9b'
2439,['58313'],27.E35C,,b'\xee\x8d\x9c'
2440,['12814'],27.9DFB,鷻,b'\xe9\xb7\xbb'
2441,['58349'],27.E35D,,b'\xee\x8d\x9d'
2442,['12830'],27.9DF3,鷳,b'\xe9\xb7\xb3'
2443,['5217'],27.9DC2,鷂,b'\xe9\xb7\x82'
2444,['12827'],27.9DE2,鷢,b'\xe9\xb7\xa2'
2445,['58236'],27.E35E,,b'\xee\x8d\x9e'
2446,['58871'],27.E35F,,b'\xee\x8d\x9f'
2447,['12905'],27.9E07,鸇,b'\xe9\xb8\x87'
2447,['58834'],27.E360,,b'\xee\x8d\xa0'
2448,['12714'],27.9DD0,鷐,b'\xe9\xb7\x90'
2449,['12719'],27.9DD9,鷙,b'\xe9\xb7\x99'
2450,['10962'],27.9D25,鴥,b'\xe9\xb4\xa5'
2451,['5215'],27.9DAF,鶯,b'\xe9\xb6\xaf'
2452,['10968'],27.9D1D,鴝,b'\xe9\xb4\x9d'
2453,['11801'],27.9D52,鵒,b'\xe9\xb5\x92'
2453,['52899'],27.E361,,b'\xee\x8d\xa1'
2454,['12718'],27.9DE9,鷩,b'\xe9\xb7\xa9'
2455,['11802'],27.9D54,鵔,b'\xe9\xb5\x94'
2456,['12906'],27.9E03,鸃,b'\xe9\xb8\x83'
2457,['58680'],27.E362,,b'\xee\x8d\xa2'
2458,['12378'],27.9DA1,鶡,b'\xe9\xb6\xa1'
2459,['58182'],27.E363,,b'\xee\x8d\xa3'
2460,['5395'],27.9E1A,鸚,b'\xe9\xb8\x9a'
2461,['58284'],27.E364,,b'\xee\x8d\xa4'
2462,['12823'],27.9DEE,鷮,b'\xe9\xb7\xae'
2463,['12723'],27.9DD5,鷕,b'\xe9\xb7\x95'
2464,['12998'],27.9E13,鸓,b'\xe9\xb8\x93'
2464,['12998'],27.E365,,b'\xee\x8d\xa5'
2465,['12554'],27.9DBE,鶾,b'\xe9\xb6\xbe'
2466,['11422'],27.9D33,鴳,b'\xe9\xb4\xb3'
2467,['4144'],27.9D06,鴆,b'\xe9\xb4\x86'
2468,['12551'],27.9DC7,鷇,b'\xe9\xb7\x87'
2469,['3753'],27.9CF4,鳴,b'\xe9\xb3\xb4'
2470,['12564'],27.9DB1,鶱,b'\xe9\xb6\xb1'
2471,['58187'],27.E366,,b'\xee\x8d\xa6'
2472,['5278'],27.9DD3,鷓,b'\xe9\xb7\x93'
2473,['4441'],27.9D23,鴣,b'\xe9\xb4\xa3'
2474,['4443'],27.9D28,鴨,b'\xe9\xb4\xa8'
2475,['58288'],27.E367,,b'\xee\x8d\xa7'
2476,['1745'],27.70CF,烏,b'\xe7\x83\x8f'
2476,['1745'],27.E368,,b'\xee\x8d\xa8'
2476,['931'],27.65BC,於,b'\xe6\x96\xbc'
2477,['8251'],27.8204,舄,b'\xe8\x88\x84'
2477,['52945'],27.E369,,b'\xee\x8d\xa9'
2478,['2241'],27.7109,焉,b'\xe7\x84\x89'
2479,['20108'],27.F39F,,b'\xef\x8e\x9f'
2480,['2267'],27.7562,畢,b'\xe7\x95\xa2'
2481,['4574'],27.7CDE,糞,b'\xe7\xb3\x9e'
2482,['2187'],27.68C4,棄,b'\xe6\xa3\x84'
2482,['2187'],27.EE38,,b'\xee\xb8\xb8'
2482,['2187'],27.E36B,,b'\xee\x8d\xab'
2483,['6627'],27.5193,冓,b'\xe5\x86\x93'
2484,['316'],27.518D,再,b'\xe5\x86\x8d'
2485,['34718'],27.F5BD,,b'\xef\x96\xbd'
2486,['28577'],27.F4DE,,b'\xef\x93\x9e'
2487,['234'],27.5E7C,幼,b'\xe5\xb9\xbc'
2488,['3756'],27.9EBC,麼,b'\xe9\xba\xbc'
2489,['28585'],27.F120,,b'\xef\x84\xa0'
2490,['1215'],27.5E7D,幽,b'\xe5\xb9\xbd'
2491,['2537'],27.5E7E,幾,b'\xe5\xb9\xbe'
2492,['22461'],27.F088,,b'\xef\x82\x88'
2492,['22461'],27.E36C,,b'\xee\x8d\xac'
2492,['22461'],27.F04C,,b'\xef\x81\x8c'
2493,['2551'],27.60E0,惠,b'\xe6\x83\xa0'
2493,['2551'],27.E36D,,b'\xee\x8d\xad'
2494,['9446'],27.7590,疐,b'\xe7\x96\x90'
2495,['260'],27.7384,玄,b'\xe7\x8e\x84'
2495,['260'],28.EEEB,,b'\xee\xbb\xab'
2496,['1753'],27.7386,玆,b'\xe7\x8e\x86'
2497,['7485'],27.7388,玈,b'\xe7\x8e\x88'
2498,['72'],27.4E88,予,b'\xe4\xba\x88'
2499,['2778'],27.8212,舒,b'\xe8\x88\x92'
2500,['122'],27.5E7B,幻,b'\xe5\xb9\xbb'
2501,['929'],27.653E,放,b'\xe6\x94\xbe'
2502,['2150'],27.6556,敖,b'\xe6\x95\x96'
2503,['31441'],27.F5F4,,b'\xef\x97\xb4'
2504,['22535'],27.F3A0,,b'\xef\x8e\xa0'
2505,['1343'],27.7230,爰,b'\xe7\x88\xb0'
2506,['34741'],27.F5B4,,b'\xef\x96\xb4'
2506,['34741'],27.E36E,,b'\xee\x8d\xae'
2507,['783'],27.53D7,受,b'\xe5\x8f\x97'
2508,['34723'],27.E36F,,b'\xee\x8d\xaf'
2509,['1012'],27.722D,爭,b'\xe7\x88\xad'
2510,['34727'],27.F642,,b'\xef\x99\x82'
2511,['23417'],27.F11F,,b'\xef\x84\x9f'
2512,['2592'],27.EE59,,b'\xee\xb9\x99'
2512,['2592'],27.6562,敢,b'\xe6\x95\xa2'
2512,['2592'],27.E371,,b'\xee\x8d\xb1'
2513,['30557'],27.F65F,,b'\xef\x99\x9f'
2514,['22610'],27.F4BA,,b'\xef\x92\xba'
2514,['4463'],27.58D1,壑,b'\xe5\xa3\x91'
2515,['49152'],27.EBE6,,b'\xee\xaf\xa6'
2516,['22583'],27.E372,,b'\xee\x8d\xb2'
2517,['3562'],27.777F,睿,b'\xe7\x9d\xbf'
2517,['23350'],27.E373,,b'\xee\x8d\xb3'
2518,['142'],27.6B79,歹,b'\xe6\xad\xb9'
2518,['142'],27.E374,,b'\xee\x8d\xb4'
2519,['30672'],27.E375,,b'\xee\x8d\xb5'
2520,['30701'],27.E376,,b'\xee\x8d\xb6'
2521,['11865'],27.6BB0,殰,b'\xe6\xae\xb0'
2522,['6010'],27.6B7E,歾,b'\xe6\xad\xbe'
2522,['971'],27.6B7F,歿,b'\xe6\xad\xbf'
2523,['30679'],27.E377,,b'\xee\x8d\xb7'
2524,['1710'],27.6B8A,殊,b'\xe6\xae\x8a'
2525,['9366'],27.6B9F,殟,b'\xe6\xae\x9f'
2526,['3891'],27.6BA4,殤,b'\xe6\xae\xa4'
2527,['6381'],27.6B82,殂,b'\xe6\xae\x82'
2527,['30649'],27.E378,,b'\xee\x8d\xb8'
2528,['8695'],27.6B9B,殛,b'\xe6\xae\x9b'
2529,['10554'],27.6BAA,殪,b'\xe6\xae\xaa'
2529,['23183'],27.E379,,b'\xee\x8d\xb9'
2530,['30720'],27.E37A,,b'\xee\x8d\xba'
2531,['4755'],27.6BAF,殯,b'\xe6\xae\xaf'
2532,['8038'],27.6B94,殔,b'\xe6\xae\x94'
2533,['9942'],27.6BA3,殣,b'\xe6\xae\xa3'
2534,['9367'],27.6BA0,殠,b'\xe6\xae\xa0'
2535,['30741'],27.E37B,,b'\xee\x8d\xbb'
2536,['30552'],27.E37C,,b'\xee\x8d\xbc'
2536,['397'],27.673D,朽,b'\xe6\x9c\xbd'
2537,['1305'],27.6B86,殆,b'\xe6\xae\x86'
2538,['1304'],27.6B83,殃,b'\xe6\xae\x83'
2539,['2636'],27.6B98,殘,b'\xe6\xae\x98'
2540,['6382'],27.6B84,殄,b'\xe6\xae\x84'
2540,['6382'],27.F400,,b'\xef\x90\x80'
2541,['5159'],27.6BB2,殲,b'\xe6\xae\xb2'
2542,['10555'],27.6BAB,殫,b'\xe6\xae\xab'
2543,['30750'],27.E37D,,b'\xee\x8d\xbd'
2544,['30769'],27.E37E,,b'\xee\x8d\xbe'
2545,['30708'],27.E37F,,b'\xee\x8d\xbf'
2546,['30630'],27.E380,,b'\xee\x8e\x80'
2547,['2637'],27.6B96,殖,b'\xe6\xae\x96'
2548,['30597'],27.E381,,b'\xee\x8e\x81'
2549,['30669'],27.E382,,b'\xee\x8e\x82'
2550,['403'],27.6B7B,死,b'\xe6\xad\xbb'
2550,['403'],27.E383,,b'\xee\x8e\x83'
2551,['4625'],27.85A8,薨,b'\xe8\x96\xa8'
2552,['11202'],27.85A7,薧,b'\xe8\x96\xa7'
2553,['35627'],27.E384,,b'\xee\x8e\x84'
2554,['20474'],27.F513,,b'\xef\x94\x93'
2555,['487'],27.5225,別,b'\xe5\x88\xa5'
2556,['24572'],27.E385,,b'\xee\x8e\x85'
2557,['1956'],27.9AA8,骨,b'\xe9\xaa\xa8'
2558,['5318'],27.9AD1,髑,b'\xe9\xab\x91'
2559,['5210'],27.9ACF,髏,b'\xe9\xab\x8f'
2560,['12348'],27.9AC6,髆,b'\xe9\xab\x86'
2561,['55698'],27.E386,,b'\xee\x8e\x86'
2562,['10940'],27.9ABF,骿,b'\xe9\xaa\xbf'
2563,['11769'],27.9AC0,髀,b'\xe9\xab\x80'
2563,['49768'],27.E387,,b'\xee\x8e\x87'
2564,['4882'],27.9AC1,髁,b'\xe9\xab\x81'
2565,['55745'],27.E388,,b'\xee\x8e\x88'
2566,['5373'],27.9AD6,髖,b'\xe9\xab\x96'
2567,['12895'],27.9AD5,髕,b'\xe9\xab\x95'
2568,['55647'],27.E389,,b'\xee\x8e\x89'
2569,['55749'],27.E38A,,b'\xee\x8e\x8a'
2570,['10939'],27.9AB9,骹,b'\xe9\xaa\xb9'
2571,['9147'],27.9AAD,骭,b'\xe9\xaa\xad'
2572,['4434'],27.9AB8,骸,b'\xe9\xaa\xb8'
2573,['55753'],27.E38B,,b'\xee\x8e\x8b'
2574,['55678'],27.E38C,,b'\xee\x8e\x8c'
2575,['5317'],27.9AD4,體,b'\xe9\xab\x94'
2576,['12531'],27.9ACD,髍,b'\xe9\xab\x8d'
2577,['11404'],27.9ABE,骾,b'\xe9\xaa\xbe'
2578,['4435'],27.9ABC,骼,b'\xe9\xaa\xbc'
2579,['10941'],27.9AB4,骴,b'\xe9\xaa\xb4'
2580,['9148'],27.9AAB,骫,b'\xe9\xaa\xab'
2581,['55757'],27.E38D,,b'\xee\x8e\x8d'
2582,['432'],27.8089,肉,b'\xe8\x82\x89'
2583,['8909'],27.815C,腜,b'\xe8\x85\x9c'
2584,['34840'],27.E38E,,b'\xee\x8e\x8e'
2585,['1426'],27.80CE,胎,b'\xe8\x83\x8e'
2586,['434'],27.808C,肌,b'\xe8\x82\x8c'
2587,['5091'],27.81DA,臚,b'\xe8\x87\x9a'
2587,['3995'],27.819A,膚,b'\xe8\x86\x9a'
2588,['1055'],27.80AB,肫,b'\xe8\x82\xab'
2589,['35375'],27.E38F,,b'\xee\x8e\x8f'
2590,['2330'],27.8123,脣,b'\xe8\x84\xa3'
2590,['55191'],27.E390,,b'\xee\x8e\x90'
2591,['2333'],27.8130,脰,b'\xe8\x84\xb0'
2592,['684'],27.8093,肓,b'\xe8\x82\x93'
2593,['2771'],27.814E,腎,b'\xe8\x85\x8e'
2594,['1050'],27.80BA,肺,b'\xe8\x82\xba'
2595,['2774'],27.813E,脾,b'\xe8\x84\xbe'
2596,['685'],27.809D,肝,b'\xe8\x82\x9d'
2597,['4610'],27.81BD,膽,b'\xe8\x86\xbd'
2598,['1421'],27.80C3,胃,b'\xe8\x83\x83'
2599,['7611'],27.812C,脬,b'\xe8\x84\xac'
2600,['3199'],27.8178,腸,b'\xe8\x85\xb8'
2601,['3621'],27.818F,膏,b'\xe8\x86\x8f'
2602,['1058'],27.80AA,肪,b'\xe8\x82\xaa'
2603,['4606'],27.81BA,膺,b'\xe8\x86\xba'
2604,['5473'],27.808A,肊,b'\xe8\x82\x8a'
2604,['4604'],27.81C6,臆,b'\xe8\x87\x86'
2605,['1423'],27.80CC,背,b'\xe8\x83\x8c'
2606,['1847'],27.8105,脅,b'\xe8\x84\x85'
2607,['3620'],27.8180,膀,b'\xe8\x86\x80'
2607,['55725'],27.E391,,b'\xee\x8e\x91'
2608,['7610'],27.811F,脟,b'\xe8\x84\x9f'
2609,['433'],27.808B,肋,b'\xe8\x82\x8b'
2610,['6528'],27.80C2,胂,b'\xe8\x83\x82'
2611,['7617'],27.8122,脢,b'\xe8\x84\xa2'
2612,['1056'],27.F0AA,,b'\xef\x82\xaa'
2612,['1056'],27.80A9,肩,b'\xe8\x82\xa9'
2613,['1852'],27.80F3,胳,b'\xe8\x83\xb3'
2614,['6525'],27.80E0,胠,b'\xe8\x83\xa0'
2615,['4607'],27.81C2,臂,b'\xe8\x87\x82'
2616,['11586'],27.81D1,臑,b'\xe8\x87\x91'
2617,['686'],27.8098,肘,b'\xe8\x82\x98'
2618,['4805'],27.81CD,臍,b'\xe8\x87\x8d'
2619,['3204'],27.8179,腹,b'\xe8\x85\xb9'
2620,['2777'],27.8174,腴,b'\xe8\x85\xb4'
2621,['8243'],27.813D,脽,b'\xe8\x84\xbd'
2622,['34883'],27.E392,,b'\xee\x8e\x92'
2623,['1857'],27.80EF,胯,b'\xe8\x83\xaf'
2624,['1054'],27.80A1,股,b'\xe8\x82\xa1'
2625,['3202'],27.8173,腳,b'\xe8\x85\xb3'
2626,['7608'],27.811B,脛,b'\xe8\x84\x9b'
2627,['7018'],27.80FB,胻,b'\xe8\x83\xbb'
2628,['2776'],27.8153,腓,b'\xe8\x85\x93'
2629,['35180'],27.E393,,b'\xee\x8e\x93'
2630,['6526'],27.80D1,胑,b'\xe8\x83\x91'
2630,['1052'],27.80A2,肢,b'\xe8\x82\xa2'
2631,['7014'],27.80F2,胲,b'\xe8\x83\xb2'
2632,['683'],27.8096,肖,b'\xe8\x82\x96'
2633,['1428'],27.80E4,胤,b'\xe8\x83\xa4'
2633,['1428'],27.E394,,b'\xee\x8e\x94'
2634,['1422'],27.80C4,胄,b'\xe8\x83\x84'
2635,['34806'],27.F0DE,,b'\xef\x83\x9e'
2636,['11188'],27.81BB,膻,b'\xe8\x86\xbb'
2637,['35476'],27.E395,,b'\xee\x8e\x95'
2638,['35172'],27.E396,,b'\xee\x8e\x96'
2639,['12629'],27.81DE,臞,b'\xe8\x87\x9e'
2640,['2331'],27.812B,脫,b'\xe8\x84\xab'
2641,['7607'],27.8119,脙,b'\xe8\x84\x99'
2642,['12941'],27.81E0,臠,b'\xe8\x87\xa0'
2643,['9555'],27.818C,膌,b'\xe8\x86\x8c'
2643,['40342'],27.E397,,b'\xee\x8e\x97'
2644,['7019'],27.8100,脀,b'\xe8\x84\x80'
2645,['6538'],27.80D7,胗,b'\xe8\x83\x97'
2645,['1772'],27.75B9,疹,b'\xe7\x96\xb9'
2646,['8919'],27.8144,腄,b'\xe8\x85\x84'
2647,['1429'],27.80DD,胝,b'\xe8\x83\x9d'
2648,['34843'],27.E398,,b'\xee\x8e\x98'
2648,['59725'],27.E399,,b'\xee\x8e\x99'
2649,['5771'],27.8092,肒,b'\xe8\x82\x92'
2650,['3203'],27.816B,腫,b'\xe8\x85\xab'
2651,['6530'],27.80C5,胅,b'\xe8\x83\x85'
2652,['35038'],27.E39A,,b'\xee\x8e\x9a'
2653,['34885'],27.E39B,,b'\xee\x8e\x9b'
2654,['4960'],27.81D8,臘,b'\xe8\x87\x98'
2655,['10114'],27.81A2,膢,b'\xe8\x86\xa2'
2656,['7017'],27.8101,脁,b'\xe8\x84\x81'
2657,['6532'],27.80D9,胙,b'\xe8\x83\x99'
2658,['2895'],27.968B,隋,b'\xe9\x9a\x8b'
2659,['4317'],27.81B3,膳,b'\xe8\x86\xb3'
2660,['35223'],27.E39C,,b'\xee\x8e\x9c'
2661,['1057'],27.80B4,肴,b'\xe8\x82\xb4'
2662,['2773'],27.8146,腆,b'\xe8\x85\x86'
2662,['2773'],27.E39D,,b'\xee\x8e\x9d'
2663,['8918'],27.816F,腯,b'\xe8\x85\xaf'
2664,['34930'],27.E39E,,b'\xee\x8e\x9e'
2665,['1424'],27.80E1,胡,b'\xe8\x83\xa1'
2666,['6523'],27.80D8,胘,b'\xe8\x83\x98'
2667,['9554'],27.818D,膍,b'\xe8\x86\x8d'
2667,['34845'],27.E39F,,b'\xee\x8e\x9f'
2668,['7016'],27.80F5,胵,b'\xe8\x83\xb5'
2669,['3996'],27.8198,膘,b'\xe8\x86\x98'
2670,['35193'],27.E3A0,,b'\xee\x8e\xa0'
2670,['10111'],27.819F,膟,b'\xe8\x86\x9f'
2671,['10722'],27.81AB,膫,b'\xe8\x86\xab'
2671,['9556'],27.818B,膋,b'\xe8\x86\x8b'
2672,['2328'],27.812F,脯,b'\xe8\x84\xaf'
2673,['2332'],27.8129,脩,b'\xe8\x84\xa9'
2674,['35252'],27.E3A1,,b'\xee\x8e\xa1'
2675,['35079'],27.E3A2,,b'\xee\x8e\xa2'
