小篆編號,楷書編號,字體編號,鍵盤字型,鍵盤字型(binary),小篆部件,楷書部件
291,['12766'],27.863A,蘺,b'\xe8\x98\xba',九屮屮屮隹﹤﹦,乂凵禸艸隹
292,['45649'],27.E05B,,b'\xee\x81\x9b',,
293,['12454'],27.862A,蘪,b'\xe8\x98\xaa',人屮屮米Ξ,米艸鹿
294,['4813'],27.85B0,薰,b'\xe8\x96\xb0',屮屮屮火火,艸熏
295,['46351'],27.E05C,,b'\xee\x81\x9c',,
296,['8965'],27.8439,萹,b'\xe8\x90\xb9',屮屮戶冊,戶冊艸
297,['7030'],27.833F,茿,b'\xe8\x8c\xbf',工屮屮丮竹,工艸
298,['46398'],27.E05D,,b'\xee\x81\x9d',,
299,['6120'],27.829E,芞,b'\xe8\x8a\x9e',屮屮气,气艸
300,['6566'],27.82FA,苺,b'\xe8\x8b\xba',屮屮女﹉,毋艸
301,['7042'],27.8316,茖,b'\xe8\x8c\x96',口屮屮,口艸
302,['45499'],27.E05E,,b'\xee\x81\x9e',,金龍
303,['6117'],27.82A7,芧,b'\xe8\x8a\xa7',屮屮予,一艸
304,['11603'],27.85CE,藎,b'\xe8\x97\x8e',一又屮屮火皿「,火皿聿艸
305,['50847'],27.E05F,,b'\xee\x81\x9f',,口口口口玉金
306,['7637'],27.8375,荵,b'\xe8\x8d\xb5',屮屮刃心,一刀心艸
307,['2803'],27.8407,萇,b'\xe8\x90\x87',一儿人入屮屮,艸長
308,['4626'],27.858A,薊,b'\xe8\x96\x8a',刀屮屮魚,刀艸魚
309,['45675'],27.E060,,b'\xee\x81\xa0',一入土皿虍甾≠,田皿虍金
310,['11602'],27.85CB,藋,b'\xe8\x97\x8b',屮屮羽隹,艸羽隹
311,['6123'],27.82A8,芨,b'\xe8\x8a\xa8',人又屮屮,及艸
312,['8934'],27.8465,葥,b'\xe8\x91\xa5',屮屮止舟,刀月艸艸
313,['46378'],27.E061,,b'\xee\x81\xa1',,金金金
314,['10151'],27.84E9,蓩,b'\xe8\x93\xa9',卜力又屮屮矛,力矛艸
315,['46465'],27.E062,,b'\xee\x81\xa2',,
316,['46836'],27.E063,,b'\xee\x81\xa3',,儿束門金
317,['45855'],27.E064,,b'\xee\x81\xa4',一一卜入又又土口屮屮水﹔≠,寸水艸甫金
318,['7041'],27.834D,荍,b'\xe8\x8d\x8d',卜又屮屮,艸
319,['45927'],27.E065,,b'\xee\x81\xa5',一人人入土韭﹍﹌≠,人人戈金韭
320,['8962'],27.842D,萭,b'\xe8\x90\xad',九屮屮﹤∩,艸禹
321,['7027'],27.8351,荑,b'\xe8\x8d\x91',大屮屮弓,夷艸
322,['4623'],27.859B,薛,b'\xe8\x96\x9b',薛 = 一一入屮屮屮,一艸辛
323,['1437'],27.82E6,苦,b'\xe8\x8b\xa6',十口屮屮,十口艸
324,['2780'],27.83E9,菩,b'\xe8\x8f\xa9',口屮屮不,口立艸
325,['46343'],27.E066,,b'\xee\x81\xa6',,金龠
326,['1434'],27.8305,茅,b'\xe8\x8c\x85',屮屮矛,矛艸
327,['2785'],27.83C5,菅,b'\xe8\x8f\x85',屮屮,艸
328,['12246'],27.8604,蘄,b'\xe8\x98\x84',屮屮,口口斤艸
329,['2341'],27.839E,莞,b'\xe8\x8e\x9e',一一儿屮屮,二儿艸
330,['5096'],27.85FA,藺,b'\xe8\x97\xba',屮屮戶戶隹,艸門隹
331,['9579'],27.84A2,蒢,b'\xe8\x92\xa2',一入八囗屮屮屮阜,人儿干艸邑
332,['3638'],27.84B2,蒲,b'\xe8\x92\xb2',卜又口屮屮水﹔,水艸甫
333,['9578'],27.84BB,蒻,b'\xe8\x92\xbb',屮屮,弓弓艸
334,['46235'],27.E067,,b'\xee\x81\xa7',一入土兔≠,一人人口比金
335,['10145'],27.84F7,蓷,b'\xe8\x93\xb7',屮屮手隹,手艸隹
336,['8287'],27.8411,萑,b'\xe8\x90\x91',屮屮隹,艸隹
337,['7028'],27.8325,茥,b'\xe8\x8c\xa5',土土屮屮,土土艸
338,['7636'],27.8399,莙,b'\xe8\x8e\x99',又口屮屮,口尹艸
339,['46301'],27.E068,,b'\xee\x81\xa8',一入工土口口爻衣Σ≠,一人口口金
340,['9573'],27.849A,蒚,b'\xe8\x92\x9a',屮屮鬲,艸鬲
341,['6556'],27.82E1,苡,b'\xe8\x8b\xa1',屮屮巳,人艸
342,['10743'],27.8541,蕁,b'\xe8\x95\x81',一又又工口屮屮,又工寸口艸
342,['46659'],27.E069,,b'\xee\x81\xa9',,儿足金
343,['46493'],27.E06A,,b'\xee\x81\xaa',一入入土口囗屮隹≠,儿口山隹金
344,['10143'],27.84F2,蓲,b'\xe8\x93\xb2',口口口屮屮﹟,匚口口口艸
345,['45797'],27.E06B,,b'\xee\x81\xab',,口口艸隹金
346,['46490'],27.E06C,,b'\xee\x81\xac',,戈爿臣艸金
347,['4967'],27.85F7,藷,b'\xe8\x97\xb7',藷 = 一入口屮屮,日老艸言
348,['3997'],27.8517,蔗,b'\xe8\x94\x97',屮屮,廿火艸
349,['46702'],27.E06D,,b'\xee\x81\xad',,耳耳耳金
350,['46584'],27.E06E,,b'\xee\x81\xae',一入土土≠畾,土田田田金
351,['45468'],27.E06F,,b'\xee\x81\xaf',,
352,['8960'],27.842F,萯,b'\xe8\x90\xaf',人屮屮貝,人艸貝
353,['6121'],27.82BA,芺,b'\xe8\x8a\xba',大屮屮☆,一大艸
354,['45867'],27.E070,,b'\xee\x81\xb0',,
355,['46813'],27.E071,,b'\xee\x81\xb1',,
356,['7639'],27.83A9,莩,b'\xe8\x8e\xa9',屮屮子爪,子爪艸
357,['10128'],27.8529,蔩,b'\xe8\x94\xa9',屮屮寅,一儿由艸
358,['7051'],27.8353,荓,b'\xe8\x8d\x93',人人屮屮幵,一儿廾艸
359,['10755'],27.8555,蕕,b'\xe8\x95\x95',屮屮犬酉∵,儿犬艸酉
360,['7050'],27.834C,荌,b'\xe8\x8d\x8c',屮屮女,女艸
361,['11600'],27.85C4,藄,b'\xe8\x97\x84',屮屮糸其,儿艸糸
362,['7641'],27.8383,莃,b'\xe8\x8e\x83',屮屮屮｛希,乂又巾艸
363,['46489'],27.E072,,b'\xee\x81\xb2',,网糸隹金
364,['10756'],27.8567,蕧,b'\xe8\x95\xa7',囗彳屮屮︴↘,人彳日艸
365,['1450'],27.82D3,苓,b'\xe8\x8b\x93',一入屮屮,一一人艸
366,['46843'],27.E073,,b'\xee\x81\xb3',一儿儿入土之之貝≠,儿儿牛牛貝金
367,['11954'],27.85D1,藑,b'\xe8\x97\x91',卜人八又屮屮目,人人网艸
368,['46362'],27.E074,,b'\xee\x81\xb4', = 一一入入土口糸糸鳥≠,糸糸言金
369,['8940'],27.844D,葍,b'\xe8\x91\x8d',囗屮屮︴↘,一口田艸
370,['10164'],27.84E8,蓨,b'\xe8\x93\xa8',卜人又屮屮水肉,人月艸
371,['6553'],27.82D6,苖,b'\xe8\x8b\x96',屮屮由,由艸
372,['45924'],27.F0EC,,b'\xef\x83\xac',一一囗屮屮勿,一一一日艸
373,['11224'],27.8581,薁,b'\xe8\x96\x81',又屮屮釆,一大艸釆
374,['8944'],27.8474,葴,b'\xe8\x91\xb4',一口屮屮戊,一一口戈艸
375,['46601'],27.E075,,b'\xee\x81\xb5',一入又土臼米≠,儿干殳丘臼金
375,['10153'],27.84FE,蓾,b'\xe8\x93\xbe',屮屮西＿,艸鹵
376,['45917'],27.F0EB,,b'\xef\x83\xab',屮屮,卜又冊艸
377,['10159'],27.851E,蔞,b'\xe8\x94\x9e',一口屮屮女◤,女艸
378,['11951'],27.85DF,藟,b'\xe8\x97\x9f',屮屮畾,田田田艸
379,['9565'],27.84AC,蒬,b'\xe8\x92\xac',一屮屮兔〈,一人艸
380,['7039'],27.8308,茈,b'\xe8\x8c\x88',人屮屮止,匕止艸
381,['46660'],27.E076,,b'\xee\x81\xb6',一入土犬虍鬲≠,犬虍金鬲
382,['8951'],27.8434,萴,b'\xe8\x90\xb4',刀屮屮貝,刀艸貝
383,['3644'],27.8490,蒐,b'\xe8\x92\x90',人屮屮“,艸鬼
384,['7033'],27.831C,茜,b'\xe8\x8c\x9c',屮屮西,襾艸
385,['11212'],27.857C,蕼,b'\xe8\x95\xbc',一儿人入又屮屮尸毛,聿艸長
386,['4619'],27.859C,薜,b'\xe8\x96\x9c',薜 = 一一入口屮屮,口尸艸辛
387,['7626'],27.83A3,莣,b'\xe8\x8e\xa3',入屮屮心,心艸
388,['1449'],27.82DE,苞,b'\xe8\x8b\x9e',屮屮包,己艸
389,['444'],27.827E,艾,b'\xe8\x89\xbe',屮屮,乂艸
390,['46225'],27.E078,,b'\xee\x81\xb8',,小口金黑
391,['1069'],27.82B9,芹,b'\xe8\x8a\xb9',屮屮斤,斤艸
392,['11598'],27.85BD,薽,b'\xe8\x96\xbd',土屮屮瓦西,土瓦襾艸
393,['10162'],27.8526,蔦,b'\xe8\x94\xa6',屮屮鳥,艸鳥
393,['29627'],27.E079,,b'\xee\x81\xb9',,尸毛虫网金
394,['1074'],27.82B8,芸,b'\xe8\x8a\xb8',屮屮雨¯,二艸
395,['46307'],27.E07A,,b'\xee\x81\xba',,
396,['8966'],27.844E,葎,b'\xe8\x91\x8e',一又彳屮屮「,彳聿艸
397,['7032'],27.8326,茦,b'\xe8\x8c\xa6',屮屮朿,朿艸
398,['45582'],27.E07B,,b'\xee\x81\xbb',,
399,['8935'],27.8451,葑,b'\xe8\x91\x91',一又土屮屮之,土土寸艸
400,['4814'],27.85BA,薺,b'\xe8\x96\xba',屮屮齊,艸齊
401,['8272'],27.83BF,莿,b'\xe8\x8e\xbf',刀屮屮朿,刀朿艸
402,['10735'],27.856B,蕫,b'\xe8\x95\xab',蕫 = 一一一十人入囗屮屮屮｛,立艸里
403,['12771'],27.863B,蘻,b'\xe8\x98\xbb',又囗屮屮糸車,凵殳艸糸車
404,['46373'],27.E07C,,b'\xee\x81\xbc',,
405,['5773'],27.8290,芐,b'\xe8\x8a\x90',下屮屮,一卜艸
406,['11233'],27.859F,薟,b'\xe8\x96\x9f',一人人入口口屮屮,一人人人口口艸
406,['12465'],27.861E,蘞,b'\xe8\x98\x9e',一卜人人入又口口屮屮,一人人人口口艸
407,['8290'],27.83F3,菳,b'\xe8\x8f\xb3',一入土屮屮≠,艸金
408,['6125'],27.82A9,芩,b'\xe8\x8a\xa9',一入屮屮,一人艸
409,['11944'],27.85E8,藨,b'\xe8\x97\xa8',藨 = 人屮屮火Ξ,火艸鹿
410,['46770'],27.E07D,,b'\xee\x81\xbd',,
411,['4011'],27.8506,蔆,b'\xe8\x94\x86',入八屮屮屮水,儿土水艸
411,['46674'],27.E07E,,b'\xee\x81\xbe',,
412,['1076'],27.82B0,芰,b'\xe8\x8a\xb0',又屮屮竹,支艸
412,['7043'],27.8324,茤,b'\xe8\x8c\xa4',屮屮月月,夕夕艸
413,['11225'],27.85A2,薢,b'\xe8\x96\xa2',刀屮屮牛角,刀牛艸角
414,['7047'],27.8329,茩,b'\xe8\x8c\xa9',一口屮屮‘,一厂口艸
415,['6124'],27.82A1,芡,b'\xe8\x8a\xa1',人屮屮﹜,欠艸
416,['46626'],27.E07F,,b'\xee\x81\xbf',,
416,['46029'],27.E080,,b'\xee\x82\x80',,
417,['12466'],27.8625,蘥,b'\xe8\x98\xa5',一入口口口屮屮冊,艸龠
418,['11946'],27.85D7,藗,b'\xe8\x97\x97',人囗彳屮屮屮止｛﹜,欠艸束
419,['45692'],27.E081,,b'\xee\x82\x81',,
420,['9568'],27.84B9,蒹,b'\xe8\x92\xb9',又屮屮屮屮｛｛,艸艸
421,['11221'],27.858D,薍,b'\xe8\x96\x8d',乙又屮屮爪,一乙又爪禸艸
422,['46103'],27.E082,,b'\xee\x82\x82',,
422,['8265'],27.83FC,菼,b'\xe8\x8f\xbc',屮屮火火,火火艸
423,['11203'],27.8595,薕,b'\xe8\x96\x95',又屮屮屮屮｛｛,艸艸
424,['11204'],27.85A0,薠,b'\xe8\x96\xa0',一儿屮屮火自,火艸頁
425,['45487'],27.E083,,b'\xee\x82\x83',,
426,['45565'],27.E084,,b'\xee\x82\x84',,
427,['5571'],27.8280,芀,b'\xe8\x8a\x80',刀屮屮,刀艸
428,['7034'],27.8322,茢,b'\xe8\x8c\xa2',刀川屮屮㊣,刀歹艸
429,['8278'],27.83E1,菡,b'\xe8\x8f\xa1',屮屮＼,凵艸
430,['46685'],27.E085,,b'\xee\x82\x85',,
431,['4000'],27.84EE,蓮,b'\xe8\x93\xae',彳屮屮止車,艸車
432,['1438'],27.8304,茄,b'\xe8\x8c\x84',力口屮屮,力口艸
433,['2353'],27.8377,荷,b'\xe8\x8d\xb7',人口屮屮,一人口艸
434,['10124'],27.8524,蔤,b'\xe8\x94\xa4',八山屮屮﹍,山必艸
435,['10734'],27.8545,蕅,b'\xe8\x95\x85',九屮屮水﹤,水艸禺
436,['12239'],27.8622,蘢,b'\xe8\x98\xa2',蘢 = 一一一十人入囗屮屮屮肉｛￣,艸龍
437,['9571'],27.84CD,蓍,b'\xe8\x93\x8d',一人人人口屮屮毛,日老艸
438,['8271'],27.83E3,菣,b'\xe8\x8f\xa3',又屮屮臣,又臣艸
438,['46160'],27.E086,,b'\xee\x82\x86',,
439,['7645'],27.83AA,莪,b'\xe8\x8e\xaa',屮屮﹍﹌,艸我
440,['5302'],27.863F,蘿,b'\xe8\x98\xbf',屮屮糸隹︿,网艸糸隹
441,['8301'],27.83FB,菻,b'\xe8\x8f\xbb',屮屮屮屮｛｛,木木艸
442,['3999'],27.851A,蔚,b'\xe8\x94\x9a',一一又屮屮尸火,寸尸示艸
443,['4331'],27.856D,蕭,b'\xe8\x95\xad',又屮屮「,聿艸
444,['8957'],27.8429,萩,b'\xe8\x90\xa9',屮屮屮火虫｛＜＞,火禾艸
445,['693'],27.828D,芍,b'\xe8\x8a\x8d',勺屮屮,一艸
446,['46357'],27.E087,,b'\xee\x82\x87',,
447,['8933'],27.848D,蒍,b'\xe8\x92\x8d',屮屮為,艸為
448,['45490'],27.E088,,b'\xee\x82\x88',,
449,['12458'],27.861C,蘜,b'\xe8\x98\x9c',屮屮米革,米艸革
450,['12463'],27.8620,蘠,b'\xe8\x98\xa0',入屮屮來﹏爿,人人土口囗爿艸
451,['45484'],27.E089,,b'\xee\x82\x89',,
452,['8260'],27.83C0,菀,b'\xe8\x8f\x80',屮屮月,夕艸
453,['7638'],27.8394,莔,b'\xe8\x8e\x94',屮屮月囧,儿囗艸
454,['45500'],27.E08A,,b'\xee\x82\x8a',,
455,['9564'],27.84C2,蓂,b'\xe8\x93\x82',一一入八囗屮屮〈,儿日艸
456,['8279'],27.83CB,菋,b'\xe8\x8f\x8b',口屮屮未,口未艸
457,['7036'],27.834E,荎,b'\xe8\x8d\x8e',屮屮至,至艸
458,['11949'],27.85F8,藸,b'\xe8\x97\xb8',屮屮豕,日老艸豕
459,['3218'],27.845B,葛,b'\xe8\x91\x9b',人入口屮屮♀,人日艸
460,['4003'],27.8513,蔓,b'\xe8\x94\x93',一一一又屮屮目〈,二又网艸
461,['46074'],27.E08B,,b'\xee\x82\x8b',,
462,['7635'],27.8395,莕,b'\xe8\x8e\x95',口屮屮屮｛,口木艸
462,['7048'],27.8347,荇,b'\xe8\x8d\x87',彳彳屮屮,行艸
463,['8261'],27.83E8,菨,b'\xe8\x8f\xa8',菨 = 一入屮屮女,女立艸
464,['46703'],27.E08C,,b'\xee\x82\x8c',,
465,['6112'],27.82AB,芫,b'\xe8\x8a\xab',一一儿屮屮,二儿艸
466,['12455'],27.8626,蘦,b'\xe8\x98\xa6',屮屮雨℅,口口口艸雨
467,['10750'],27.855B,蕛,b'\xe8\x95\x9b',屮屮稊,一儿弔禾艸
468,['6558'],27.82F5,苵,b'\xe8\x8b\xb5',乙屮屮手,一夫艸
469,['5570'],27.827C,艼,b'\xe8\x89\xbc',丁屮屮,一艸
470,['4005'],27.8523,蔣,b'\xe8\x94\xa3',一又屮屮肉酉爿,寸月爿艸
471,['45527'],27.E08D,,b'\xee\x82\x8d',,
472,['45847'],27.E08E,,b'\xee\x82\x8e',,
473,['11952'],27.85E3,藣,b'\xe8\x97\xa3',屮屮巳肉︿〃,匕匕月网艸
474,['46764'],27.E08F,,b'\xee\x82\x8f',,
475,['7627'],27.83A8,莨,b'\xe8\x8e\xa8',入囗屮屮︴↘,一艮艸
476,['8941'],27.847D,葽,b'\xe8\x91\xbd',大屮屮爪爪★,女襾艸
477,['11219'],27.8596,薖,b'\xe8\x96\x96',口彳屮屮止,口艸
478,['2795'],27.83CC,菌,b'\xe8\x8f\x8c',囗屮屮屮｛,囗禾艸
479,['4326'],27.8548,蕈,b'\xe8\x95\x88',一口囗屮屮戊西／＿↘,十日襾艸
480,['45905'],27.E090,,b'\xee\x82\x90',,
481,['8942'],27.845A,葚,b'\xe8\x91\x9a',一八口屮屮﹟,匚儿甘艸
482,['9561'],27.849F,蒟,b'\xe8\x92\x9f',一口屮屮,口立艸
483,['6114'],27.8298,芘,b'\xe8\x8a\x98',人人屮屮,比艸
484,['10748'],27.8563,蕣,b'\xe8\x95\xa3',屮屮︶,爪舛艸
485,['2799'],27.8438,萸,b'\xe8\x90\xb8',乙屮屮爪爪∮,艸臾
486,['1882'],27.8331,茱,b'\xe8\x8c\xb1',一屮屮屮｛,一未艸
487,['45568'],27.E091,,b'\xee\x82\x91',,
488,['7628'],27.838D,莍,b'\xe8\x8e\x8d',屮屮求,艸求
489,['1870'],27.834A,荊,b'\xe8\x8d\x8a',刀屮屮幵,一刀廾艸
489,['1870'],27.E092,,b'\xee\x82\x92',,
490,['45852'],27.E093,,b'\xee\x82\x93',,
491,['1067'],27.82BD,芽,b'\xe8\x8a\xbd',屮屮牙,牙艸
492,['2794'],27.840C,萌,b'\xe8\x90\x8c',屮屮月囧,日月艸
493,['1445'],27.8301,茁,b'\xe8\x8c\x81',屮屮出,凵屮艸
494,['2345'],27.8396,莖,b'\xe8\x8e\x96',一一十人川屮屮,一工川艸
495,['7644'],27.839B,莛,b'\xe8\x8e\x9b',一十人屮屮,一土艸
496,['3216'],27.8449,葉,b'\xe8\x91\x89',屮屮屮世｛,木世艸
497,['46287'],27.E094,,b'\xee\x82\x94',,
498,['1075'],27.82A3,芣,b'\xe8\x8a\xa3',屮屮不,不艸
499,['3223'],27.8469,葩,b'\xe8\x91\xa9',一一入屮屮巴,巴白艸
500,['6115'],27.829B,芛,b'\xe8\x8a\x9b',又屮屮,尹艸
501,['12633'],27.8633,蘳,b'\xe8\x98\xb3',土土屮屮田,土土艸黃
502,['10139'],27.8508,蔈,b'\xe8\x94\x88',蔈 = 屮屮火,示襾艸
503,['1444'],27.82F1,英,b'\xe8\x8b\xb1',屮屮,央艸
504,['11612'],27.85BE,薾,b'\xe8\x96\xbe',一入屮屮爻爻。〈,艸爾
505,['2786'],27.840B,萋,b'\xe8\x90\x8b',又屮屮屮女,女艸
506,['8266'],27.83F6,菶,b'\xe8\x8f\xb6',又土屮屮屮手】,手艸
507,['11601'],27.85BF,薿,b'\xe8\x96\xbf',人入屮屮子止↙,一匕矢疋艸
508,['10742'],27.8564,蕤,b'\xe8\x95\xa4',土屮屮屮豕希,生艸豕
509,['45960'],27.E095,,b'\xee\x82\x95',,
510,['46190'],27.E096,,b'\xee\x82\x96',,
511,['9576'],27.849D,蒝,b'\xe8\x92\x9d',厂屮屮泉,厂小白艸
512,['2344'],27.83A2,莢,b'\xe8\x8e\xa2',人人大屮屮,人人大艸
513,['691'],27.8292,芒,b'\xe8\x8a\x92',入屮屮,艸
514,['46248'],27.E097,,b'\xee\x82\x97',,
515,['10144'],27.8515,蔕,b'\xe8\x94\x95',屮屮「」,巾卅艸
516,['7025'],27.8344,荄,b'\xe8\x8d\x84',荄 = 乙人人屮屮,人艸
517,['7629'],27.837A,荺,b'\xe8\x8d\xba',一一土屮屮,二土艸
518,['6547'],27.8307,茇,b'\xe8\x8c\x87',屮屮犬§,犮艸
519,['5780'],27.8283,芃,b'\xe8\x8a\x83',一一屮屮,一儿艸
520,['46314'],27.E098,,b'\xee\x82\x98',,
521,['10136'],27.84FB,蓻,b'\xe8\x93\xbb',一一入大屮屮丮,儿干土丸艸
522,['45716'],27.E099,,b'\xee\x82\x99',,
523,['1440'],27.8302,茂,b'\xe8\x8c\x82',屮屮戊,一戈艸
524,['46505'],27.E09A,,b'\xee\x82\x9a',,
525,['4002'],27.852D,蔭,b'\xe8\x94\xad',屮屮阜,一二人艸邑
526,['46186'],27.E09B,,b'\xee\x82\x9b',,
527,['1877'],27.8332,茲,b'\xe8\x8c\xb2',屮屮玄玄,艸
528,['46070'],27.E09C,,b'\xee\x82\x9c',,
529,['11594'],27.85C3,藃,b'\xe8\x97\x83',人囗屮屮﹜↘,欠艸高
530,['8947'],27.8507,蔇,b'\xe8\x94\x87',人屮屮﹜,艸
531,['11205'],27.858B,薋,b'\xe8\x96\x8b',一一人屮屮貝﹜,二欠艸貝
532,['9570'],27.84C1,蓁,b'\xe8\x93\x81',又屮屮屮屮午臼｛｛,禾艸
533,['7654'],27.83A6,莦,b'\xe8\x8e\xa6',八屮屮肉,小月艸
534,['6118'],27.82AE,芮,b'\xe8\x8a\xae',入囗屮屮,內艸
535,['7053'],27.832C,茬,b'\xe8\x8c\xac',一土屮屮,又土艸
536,['11227'],27.8588,薈,b'\xe8\x96\x88',一入八口屮屮♀,一人小囗日艸
537,['46013'],27.E09D,,b'\xee\x82\x9d',,
538,['6119'],27.82BC,芼,b'\xe8\x8a\xbc',屮屮毛,毛艸
539,['3645'],27.84BC,蒼,b'\xe8\x92\xbc',一入屮屮↗,一人口艸
540,['45966'],27.F0E5,,b'\xef\x83\xa5',一一屮屮虫,艸風
541,['2781'],27.8403,萃,b'\xe8\x90\x83',屮屮卒,十人人艸
542,['9580'],27.8494,蒔,b'\xe8\x92\x94',一一又囗屮屮之,土寸日艸
543,['1443'],27.82D7,苗,b'\xe8\x8b\x97',屮屮田,田艸
544,['1436'],27.82DB,苛,b'\xe8\x8b\x9b',口屮屮,一口艸
545,['4332'],27.856A,蕪,b'\xe8\x95\xaa',屮屮屮屮｛｛,一人火卌艸
546,['11213'],27.8589,薉,b'\xe8\x96\x89',一屮屮止止戊,一一戈止止艸
547,['1868'],27.8352,荒,b'\xe8\x8d\x92',入川屮屮,川艸
548,['46366'],27.E09E,,b'\xee\x82\x9e',,
549,['45827'],27.E09F,,b'\xee\x82\x9f',,
550,['3211'],27.843D,落,b'\xe8\x90\xbd',口屮屮水,口水艸
551,['3998'],27.853D,蔽,b'\xe8\x94\xbd',卜又屮屮「﹂,艸
552,['12244'],27.8600,蘀,b'\xe8\x98\x80',一一入大屮屮手目,儿干土手网艸
553,['11200'],27.8580,薀,b'\xe8\x96\x80',人囗屮屮水皿,人囗水皿艸
554,['10137'],27.852B,蔫,b'\xe8\x94\xab',屮屮焉,一止火艸
555,['2782'],27.83F8,菸,b'\xe8\x8f\xb8',屮屮於,人方艸
556,['46543'],27.E0A0,,b'\xee\x82\xa0',,
557,['4006'],27.8521,蔡,b'\xe8\x94\xa1',蔡 = 又屮屮肉、,又月示艸
558,['7045'],27.8337,茷,b'\xe8\x8c\xb7',人屮屮﹍﹌,人戈艸
559,['2802'],27.83DC,菜,b'\xe8\x8f\x9c',屮屮屮爪｛,木爪艸
560,['7054'],27.834B,荋,b'\xe8\x8d\x8b',屮屮而,而艸
561,['45481'],27.E0A1,,b'\xee\x82\xa1',,
562,['4617'],27.8584,薄,b'\xe8\x96\x84',一卜又又口屮屮水﹔,寸水艸甫
563,['1448'],27.82D1,苑,b'\xe8\x8b\x91',屮屮月,夕艸
564,['4963'],27.85EA,藪,b'\xe8\x97\xaa',一卜又口屮屮女◤,女艸
565,['8294'],27.83D1,菑,b'\xe8\x8f\x91',屮屮,川田艸
565,['39059'],27.F053,,b'\xef\x81\x93',,田
566,['46754'],27.E0A2,,b'\xee\x82\xa2',,
567,['11222'],27.8599,薙,b'\xe8\x96\x99',入屮屮隹↙,矢艸隹
568,['45579'],27.E0A3,,b'\xee\x82\xa3',,
569,['45915'],27.E0A4,,b'\xee\x82\xa4',,
570,['10142'],27.852A,蔪,b'\xe8\x94\xaa',屮屮斤車,斤艸車
570,['46572'],27.E0A5,,b'\xee\x82\xa5',,
571,['6549'],27.8300,茀,b'\xe8\x8c\x80',囗屮屮,弗艸
572,['6545'],27.82FE,苾,b'\xe8\x8b\xbe',八屮屮﹍,必艸
573,['10129'],27.850E,蔎,b'\xe8\x94\x8e',蔎 = 一入又口屮屮,殳艸言
574,['1063'],27.82B3,芳,b'\xe8\x8a\xb3',屮屮方,方艸
575,['10738'],27.8561,蕡,b'\xe8\x95\xa1',屮屮屮屮屮貝,十廾艸貝
576,['4966'],27.85E5,藥,b'\xe8\x97\xa5',屮屮樂,木白艸
577,['46767'],27.E0A6,,b'\xee\x82\xa6',,
578,['3634'],27.84C6,蓆,b'\xe8\x93\x86',屮屮「,巾廿艸
579,['1068'],27.829F,芟,b'\xe8\x8a\x9f',又屮屮,殳艸
580,['1872'],27.8350,荐,b'\xe8\x8d\x90',一屮屮子,又子艸
581,['4812'],27.85C9,藉,b'\xe8\x97\x89',屮屮屮昔｛,日耒艸
582,['9584'],27.84A9,蒩,b'\xe8\x92\xa9',几屮屮屮｛∞,且禾艸
583,['10760'],27.855D,蕝,b'\xe8\x95\x9d',刀屮屮糸,刀巴艸糸
584,['1883'],27.8328,茨,b'\xe8\x8c\xa8',一一人屮屮﹜,二欠艸
585,['8952'],27.847A,葺,b'\xe8\x91\xba',口屮屮耳,口耳艸
586,['3640'],27.84CB,蓋,b'\xe8\x93\x8b',一大屮屮皿,土皿艸
587,['6552'],27.82EB,苫,b'\xe8\x8b\xab',卜口屮屮,卜口艸
588,['46355'],27.E0A7,,b'\xee\x82\xa7',,
589,['45864'],27.E0A8,,b'\xee\x82\xa8',,
590,['4961'],27.85E9,藩,b'\xe8\x97\xa9',屮屮水釆．,水田艸釆
591,['8258'],27.83F9,菹,b'\xe8\x8f\xb9',几屮屮水∞,水且艸
591,['46461'],27.E0A9,,b'\xee\x82\xa9',,
591,['46648'],27.E0AA,,b'\xee\x82\xaa',,
592,['1884'],27.8343,荃,b'\xe8\x8d\x83',入屮屮玉,人玉艸
593,['46284'],27.E0AB,,b'\xee\x82\xab',,
595,['45850'],27.E0AC,,b'\xee\x82\xac',,
595,['39332'],27.E0AD,,b'\xee\x82\xad',,
596,['46630'],27.E0AE,,b'\xee\x82\xae',,
596,['46608'],27.E0B0,,b'\xee\x82\xb0',,
597,['46803'],27.E0B1,,b'\xee\x82\xb1',,
598,['46116'],27.E0B2,,b'\xee\x82\xb2',,
599,['1439'],27.82E5,若,b'\xe8\x8b\xa5',又口屮屮,又口艸
600,['10141'],27.84F4,蓴,b'\xe8\x93\xb4',一又屮屮屮–,寸艸
601,['45554'],27.E0B3,,b'\xee\x82\xb3',,
602,['46346'],27.E0B4,,b'\xee\x82\xb4',,
603,['45693'],27.E0B5,,b'\xee\x82\xb5',,
604,['8288'],27.8406,萆,b'\xe8\x90\x86',屮屮甲,一十甲艸
605,['45921'],27.E0B6,,b'\xee\x82\xb6',,
606,['6554'],27.82F4,苴,b'\xe8\x8b\xb4',几屮屮∞,且艸
607,['46850'],27.E0B7,,b'\xee\x82\xb7',,
608,['10744'],27.8562,蕢,b'\xe8\x95\xa2',屮屮貝,一中艸貝
608,['31591'],27.F4CE,,b'\xef\x93\x8e',,臾
609,['45736'],27.E0B8,,b'\xee\x82\xb8',,
610,['1874'],27.8335,茵,b'\xe8\x8c\xb5',大囗屮屮,大囗艸
610,['54744'],27.E0B9,,b'\xee\x82\xb9',,
